title,author
Sharpe's Rifles,Bernard Cornwell
The Little Lady Agency,Hester Browne
The Burning Bridge,John Flanagan
The Mist,Stephen King
The Prodigal Daughter,Jeffrey Archer
Half Girlfriend,Chetan Bhagat
Fallen,Lauren Kate
Stardust,Neil Gaiman
Storm,Brigid Kemmerer
The Three,Sarah Lotz
Animal Dreams,Barbara Kingsolver
American Born Chinese,Gene Luen Yang
The Black Box,Michael Connelly
The Short Victorious War,David Weber
The Inn At Rose Harbor,Debbie Macomber
The Crippled God,Steven Erikson
The Day of the Triffids,John Wyndham
Paranormalcy,Kiersten White
Think and Grow Rich,Napoleon Hill
The Forge of God,Greg Bear
Uganda Be Kidding Me,Chelsea Handler
Words of Radiance,Brandon Sanderson
Whispers at Moonrise ,C.C. Hunter
The Rook,Daniel O'Malley
Lirael,Garth Nix
Horns,Joe Hill
Heir of Fire,Sarah J. Maas
Magic Bleeds,Ilona Andrews
Ya-Yas in Bloom,Rebecca Wells
Rama II,"Arthur C. Clarke, Gentry Lee"
Cursor's Fury,Jim Butcher
Daughter of the Blood,Anne Bishop
Blood Bound,Patricia Briggs
Five Run Away Together,Enid Blyton
The Lord of the Rings,J.R.R. Tolkien
The First Part Last,Angela Johnson
The Winner,David Baldacci
Mind Prey,John Sandford
Taran Wanderer,Lloyd Alexander
The Prince,Kiera Cass
Lord Loss,Darren Shan
A Girl Like You,Gemma Burgess
Smile,Raina Telgemeier
Princess in Training,Meg Cabot
Rot & Ruin,Jonathan Maberry
Flaskepost fra P,Jussi Adler-Olsen
Fudge-a-Mania,Judy Blume
Intertwined,Gena Showalter
Cat's Cradle,Kurt Vonnegut Jr.
The Ship Who Sang,Anne McCaffrey
Grasshopper Jungle,Andrew  Smith
The Uncommon Reader ,Alan Bennett
Never Have I Ever ,Sara Shepard
The Very Quiet Cricket,Eric Carle
The Looking Glass Wars,Frank Beddor
Unnatural Death,Dorothy L. Sayers
The Duke and I,Julia Quinn
The Haunted Mask,R.L. Stine
Girl in a Band,Kim Gordon
Turn Coat,Jim Butcher
Surfacing,Margaret Atwood
Glamorama,Bret Easton Ellis
Influx,Daniel Suarez
The Beet Queen,Louise Erdrich
Dreaming of You ,Lisa Kleypas
"Lover Enshrined, part two",J.R. Ward
The Power of Habit,Charles Duhigg
A Morbid Taste for Bones,Ellis Peters
The Emperor's Tomb,Steve Berry
Blackberry Wine,Joanne Harris
A Son of the Circus,John Irving
Article 5,Kristen Simmons
Natchez Burning,Greg Iles
The Apprentice,Tess Gerritsen
Hold Tight,Harlan Coben
Stoner,"John  Williams, John McGahern"
The Mad Ship,Robin Hobb
Broken,Karin Slaughter
The Broker,John Grisham
Halo,Alexandra Adornetto
Envy,Sandra Brown
The Bean Trees,Barbara Kingsolver
The Program,Suzanne Young
A Room with a View,E.M. Forster
The Two Towers,J.R.R. Tolkien
Futures and Frosting,Tara Sivec
The Inner Circle,Brad Meltzer
The Sum of All Fears,Tom Clancy
Austerlitz,"W.G. Sebald, Anthea Bell"
Palestine,"Joe Sacco, Edward Said"
The Sandcastle Girls,Chris Bohjalian
Xenocide,Orson Scott Card
The Pillars of Creation,Terry Goodkind
The Inimitable Jeeves ,P.G. Wodehouse
Sacajawea,Anna Lee Waldo
The Obelisk Gate,N.K. Jemisin
Circling the Sun,Paula McLain
Shadow of Night,Deborah Harkness
Teacher Man,Frank McCourt
Don't Waste Your Life,John Piper
Cosmos,Carl Sagan
Hannibal,Thomas Harris
Changes,Jim Butcher
Kim,"Rudyard Kipling, Edward Said"
Black Rose,Nora Roberts
Promised,Caragh M. O'Brien
Memnoch The Devil,Anne Rice
Full Moon Rising,Keri Arthur
Everything I Never Told You,Celeste Ng
Piercing the Darkness,Frank E. Peretti
Across the Universe,Beth Revis
Nature Girl,Carl Hiaasen
Scandal in Spring,Lisa Kleypas
Cress,Marissa Meyer
Assholes Finish First,Tucker Max
Good in Bed,Jennifer Weiner
Carpe Corpus,Rachel Caine
Tears of a Tiger,Sharon M. Draper
Eloise,"Kay Thompson, Hilary Knight"
Rage,"Richard Bachman, Stephen King"
Amsterdam,Ian McEwan
The Story of Art,E.H. Gombrich
Hell's Corner ,David Baldacci
I Too Had A Love Story,Ravinder Singh
Pale Fire,Vladimir Nabokov
Orthodoxy,G.K. Chesterton
One Day at Horrorland,R.L. Stine
The House of Silk,Anthony Horowitz
Staked,Kevin Hearne
Kiss of Crimson ,Lara Adrian
The Cold Moon,Jeffery Deaver
The Spectacular Now,Tim Tharp
A Beautiful Mind,Sylvia Nasar
In the Night Kitchen,Maurice Sendak
The Autograph Man,Zadie Smith
The Aeronaut's Windlass ,Jim Butcher
The Wonder,Emma Donoghue
Grave Mercy,Robin LaFevers
Truce,R.L. Mathewson
Eldest,Christopher Paolini
Tampa,Alissa Nutting
Cry to Heaven,Anne Rice
One Shot,Lee Child
A Simple Plan,Scott B. Smith
Telegraph Avenue,Michael Chabon
Infidel,Ayaan Hirsi Ali
Prayers for Sale,Sandra Dallas
Bite Me If You Can,Lynsay Sands
Forest Born,Shannon Hale
All-American Girl,Meg Cabot
Fantasy Lover,Sherrilyn Kenyon
A Place Called Freedom,Ken Follett
Spark,Brigid Kemmerer
Rainbow Valley,L.M. Montgomery
Flag in Exile,David Weber
If I Stay,Gayle Forman
Shock Wave,Clive Cussler
High Fidelity,Nick Hornby
Captivated by You,Sylvia Day
Cross,James Patterson
Mr Maybe,Jane Green
Alif the Unseen,G. Willow Wilson
Mortal Prey,John Sandford
Gone,Lisa Gardner
Elle s'appelait Sarah,Tatiana de Rosnay
Windmills of the Gods,Sidney Sheldon
The Partner,John Grisham
Mystery,Jonathan Kellerman
Deadhouse Gates,Steven Erikson
The Vanished Man,Jeffery Deaver
The Double Bind,Chris Bohjalian
Unspoken,Sarah Rees Brennan
The Last Anniversary,Liane Moriarty
Visions of Heat,Nalini Singh
The Name of the Star,Maureen Johnson
I'd Know You Anywhere,Laura Lippman
Firestarter,Stephen King
An Echo in the Bone,Diana Gabaldon
Twisted Palace,Erin Watt
Miller's Valley,Anna Quindlen
Darkness,John Saul
The Magicians' Guild,Trudi Canavan
Restless,William  Boyd
The Informers,Bret Easton Ellis
One Door Away from Heaven,Dean Koontz
Death du Jour,Kathy Reichs
First Test,Tamora Pierce
The Boston Girl,Anita Diamant
Nefertiti,Michelle Moran
Along Came a Spider,James Patterson
Last Sacrifice ,Richelle Mead
Hidden,Sophie Jordan
Tortured for Christ,Richard Wurmbrand
Keeping the Moon,Sarah Dessen
Sophie's Choice,William Styron
A Head Full of Ghosts,Paul Tremblay
The Body Finder,Kimberly Derting
Jacob,Jacquelyn Frank
Swallows and Amazons,Arthur Ransome
Finders Keepers,Stephen King
Every Last Word,Tamara Ireland Stone
Crossroads of Twilight,Robert Jordan
The Elfstones Of Shannara,Terry Brooks
The Jordan Rules,"Sam Smith, Doug Grud"
We'll Always Have Summer,Jenny Han
WAR,Sebastian Junger
A House for Mr. Biswas,V.S. Naipaul
Necessary Lies,Diane Chamberlain
The Pigeon Wants a Puppy!,Mo Willems
The Eight,Katherine Neville
The Fourth Protocol,Frederick Forsyth
The Complete Stories,Flannery O'Connor
A Week in Winter,Maeve Binchy
Ecstasy Unveiled,Larissa Ione
Message in a Bottle,Nicholas Sparks
Black Beauty,Anna Sewell
Protect and Defend,Vince Flynn
Providence,Jamie McGuire
Master of the Game,Sidney Sheldon
City of Bones,Cassandra Clare
Finding Cassie Crazy,Jaclyn Moriarty
Revival,Stephen King
Moving Pictures,Terry Pratchett
The Crimson Campaign,Brian  McClellan
Celebrity in Death,J.D. Robb
Twice Bitten ,Chloe Neill
"Absalom, Absalom!",William Faulkner
Kindred in Death ,J.D. Robb
"Ogre, Ogre (Xanth, #5)",Piers Anthony
Under the Dome,Stephen King
Empress Orchid,Anchee Min
Bad Feminist ,Roxane Gay
Inca Gold,Clive Cussler
A Fine Balance,Rohinton Mistry
Jude the Obscure,Thomas Hardy
Herr der Diebe,Cornelia Funke
The Mephisto Club,Tess Gerritsen
Red Mist,Patricia Cornwell
The Other Wind,Ursula K. Le Guin
"Hush, Hush",Becca Fitzpatrick
Lock In,John Scalzi
We the Animals,Justin Torres
Heartbreaker,Julie Garwood
Death of a Salesman,Arthur Miller
Hey Nostradamus!,Douglas Coupland
Everlasting,Alyson Noel
How the Light Gets In,Louise Penny
The Long Way Home,Louise Penny
Collected Poems,Dylan Thomas
White Noise,Don DeLillo
Atonement,Ian McEwan
Shelter,Harlan Coben
Tenth Grade Bleeds,Heather Brewer
Depraved Heart,Patricia Cornwell
Kiss of a Demon King ,Kresley Cole
Think Twice,Lisa Scottoline
Eternal Kiss of Darkness,Jeaniene Frost
One Breath Away,Heather Gudenkauf
Elixir,Jennifer L. Armentrout
Chains,Laurie Halse Anderson
Heat,Bill Buford
Bare Bones,Kathy Reichs
Heartburn,Nora Ephron
Fear Nothing ,Dean Koontz
Kristy's Great Idea,Ann M. Martin
The Fourth Hand,John Irving
Evening Class,Maeve Binchy
Midnight Rising,Lara Adrian
Barely Breathing,Rebecca Donovan
Blood Cross,Faith Hunter
Eragon,Christopher Paolini
Five Little Pigs,Agatha Christie
UnWholly,Neal Shusterman
Altar of Eden,James Rollins
Fifty Shades Darker,E.L. James
Love Letters to the Dead,Ava Dellaira
The Lords of the North,Bernard Cornwell
Dime Store Magic,Kelley Armstrong
Claimed By Shadow,Karen Chance
Unraveling,Elizabeth Norris
Fifty Shades of Grey,E.L. James
American Gods,Neil Gaiman
Tilt,Ellen Hopkins
Snow Flower and the Secret Fan,Lisa See
Bones to Ashes,Kathy Reichs
Hard Bitten,Chloe Neill
Speaker for the Dead,Orson Scott Card
Marvels,"Kurt Busiek, Alex Ross"
Spin,Robert Charles Wilson
On the Island,Tracey Garvis-Graves
The Distant Hours,Kate Morton
Jinx,Meg Cabot
Commencement,J. Courtney Sullivan
When the Wind Blows,James Patterson
Perfect Shadow,Brent Weeks
Death in the Clouds,Agatha Christie
Fear Nothing,Lisa Gardner
Some Luck,Jane Smiley
Timeline,Michael Crichton
The Dead,James Joyce
State of Fear,Michael Crichton
The Interestings,Meg Wolitzer
Scent of Magic,Maria V. Snyder
The Big Sleep,Raymond Chandler
Savannah Blues,Mary Kay Andrews
The Girl You Left Behind,Jojo Moyes
Proof: A Play,David Auburn
Red Harvest,Dashiell Hammett
Braveheart,Randall Wallace
Lullaby,Chuck Palahniuk
The English Patient,Michael Ondaatje
Hafalan Shalat Delisa,Tere Liye
Beautiful Bastard,Christina Lauren
We Need New Names,NoViolet Bulawayo
The Racketeer,John Grisham
The Complete Robot,Isaac Asimov
Froi of the Exiles,Melina Marchetta
Lilac Girls,Martha Hall Kelly
The one I left behind,Jennifer McMahon
Divine Madness,Robert Muchamore
On the Edge,Ilona Andrews
Walk Two Moons,Sharon Creech
Mini Shopaholic,Sophie Kinsella
The Fiery Cross,Diana Gabaldon
Food: A Love Story,Jim Gaffigan
Ransom,Julie Garwood
The Third Secret,Steve Berry
The List,Steve Martini
The Black Lyon,Jude Deveraux
Dear Life,Alice Munro
Hammer of the Gods,Stephen Davis
Power of Art,Simon Schama
The World According to Garp,John Irving
Fixed on You,Laurelin Paige
Subterranean,James Rollins
Bite Club,Rachel Caine
Solar,Ian McEwan
Opal,Jennifer L. Armentrout
The Shunning,Beverly  Lewis
The Doomsday Conspiracy,Sidney Sheldon
Through the Ever Night,Veronica Rossi
Netherland,Joseph O'Neill
Debt of Honor,Tom Clancy
The Guns of Navarone,Alistair MacLean
The Rembrandt Affair,Daniel Silva
Consider Phlebas,Iain M. Banks
In Bed with a Highlander,Maya Banks
The Lemonade War,Jacqueline Davies
The Quantum Thief,Hannu Rajaniemi
Gone ,Lisa McMann
On Mystic Lake,Kristin Hannah
Stay Out of the Basement,R.L. Stine
Kushiel's Mercy,Jacqueline Carey
Emma,"Jane Austen, Fiona Stafford"
Hothouse Flower,Lucinda Riley
Small Steps,Louis Sachar
Wonder,R.J. Palacio
Women in Love,D.H. Lawrence
Fevre Dream,George R.R. Martin
Arsenic and Old Lace,Joseph Kesselring
Bruiser,Neal Shusterman
Taltos,"Anne Rice, Tim Curry"
Summer People,Elin Hilderbrand
Mudbound,Hillary Jordan
So You Want to Be a Wizard,Diane Duane
The Dante Club,Matthew Pearl
Bright Shiny Morning,James Frey
Magic Breaks,Ilona Andrews
Rose Madder,Stephen King
Heart of Darkness,Joseph Conrad
Storm Island,Ken Follett
A Great Deliverance,Elizabeth  George
Hunted,"P.C. Cast, Kristin Cast"
The Maltese Falcon,Dashiell Hammett
China Rich Girlfriend,Kevin Kwan
Fireproof,Eric Wilson
The Great Santini,Pat Conroy
Dark Side of the Moon,Sherrilyn Kenyon
Saint Anything,Sarah Dessen
Big Stone Gap,Adriana Trigiani
The Fire Within,Chris d'Lacey
The Whistling Season,Ivan Doig
After Ever Happy,Anna Todd
Written on the Body,Jeanette Winterson
Birds of a Feather,Jacqueline Winspear
The Choice,Nicholas Sparks
The Crown of Embers,Rae Carson
The Burning Room,Michael Connelly
Good as Gone,Amy Gentry
Shades of Grey,Jasper Fforde
The Visitation,Frank E. Peretti
The Pearl of the World,John Steinbeck
The Black Widow,Daniel Silva
The Dragon's Path,Daniel Abraham
Make Me,Lee Child
Stand on Zanzibar,John Brunner
Ways of Seeing,John Berger
The Wicked Girls,Alex Marwood
Seven Ancient Wonders,Matthew Reilly
House of Suns,Alastair Reynolds
Silent Prey,John Sandford
The Pelican Brief,John Grisham
Relentless,Dean Koontz
The Pillars of the Earth,Ken Follett
Cibola Burn,James S.A. Corey
The Widow,Fiona Barton
Abandon,Meg Cabot
Next,Michael Crichton
The Devil Colony,James Rollins
Passion,Lauren Kate
The Courts of Chaos,Roger Zelazny
Scat,Carl Hiaasen
The Killing Game,Iris Johansen
The Body Snatchers,Jack Finney
Mastery,Robert Greene
The Icarus Agenda,Robert Ludlum
Gorky Park,Martin Cruz Smith
Libra ,Don DeLillo
A Kingdom of Dreams ,Judith McNaught
Fade Away,Harlan Coben
Lasher,Anne Rice
Mad About Madeline,Ludwig Bemelmans
Purity,Jonathan Franzen
Lioness Rampant,Tamora Pierce
Midnight,Erin Hunter
By the Light of the Moon,Dean Koontz
The Crossover,Kwame Alexander
The Snow Child,Eowyn Ivey
Jesus Land : A Memoir,Julia Scheeres
Coma,Robin Cook
Appointment in Samarra,John O'Hara
Lab Girl,Hope Jahren
The Bourne Supremacy,Robert Ludlum
Lick,Kylie Scott
Term Limits,Vince Flynn
Song of Solomon,Toni Morrison
No Talking,Andrew Clements
Grandfather's Journey,Allen Say
Bring Up the Bodies,Hilary Mantel
Old School,Jeff Kinney
The Last Precinct,Patricia Cornwell
The Guardian,Nicholas Sparks
Inescapable,Amy A. Bartol
The Hollow,Jessica Verday
She's Come Undone,Wally Lamb
Life & Times of Michael K.,J.M. Coetzee
After,Amy Efaw
The Dolphins of Pern,Anne McCaffrey
Divergent,Veronica Roth
Dance of the Gods,Nora Roberts
The Realm of Possibility,David Levithan
You Will Know Me,Megan Abbott
The Couple Next Door,Shari Lapena
Opposition,Jennifer L. Armentrout
Small Island,Andrea Levy
The Tiger Rising,Kate DiCamillo
Blood Work,Michael Connelly
The Subtle Knife,Philip Pullman
Jamberry,Bruce Degen
Digital Fortress,Dan Brown
Ivanhoe,Walter Scott
Chain Reaction,Simone Elkeles
Storm Prey,John Sandford
False Memory,Dean Koontz
The Plum Tree,Ellen Marie Wiseman
Labor Day,Joyce Maynard
Rising storm,Erin Hunter
Forever,Maggie Stiefvater
The Christmas Shoes,Donna VanLiere
Shiloh,Phyllis Reynolds Naylor
Dark Fire,C.J. Sansom
Looking for Alaska,John Green
An Itchy Day,Norman Bridwell
Grave Peril,Jim Butcher
Lead,Kylie Scott
Sugar Daddy,Lisa Kleypas
Gift from the Sea,Anne Morrow Lindbergh
Notes from a Small Island,Bill Bryson
Artemis Fowl,Eoin Colfer
Passion Unleashed,Larissa Ione
A Corner of the Universe,Ann M. Martin
Shadow and Bone,Leigh Bardugo
Claim Me,J. Kenner
The White Queen,Philippa Gregory
The Wedding,Nicholas Sparks
Cause of Death,Patricia Cornwell
Doomsday Book,Connie Willis
Lost Horizon,James Hilton
Starcrossed,Josephine Angelini
The Cruelest Month,Louise Penny
Cleopatra: A Life,Stacy Schiff
Ancillary Mercy,Ann Leckie
Something Like Fate,Susane Colasanti
The Snow Leopard,Peter Matthiessen
Flirt,Laurell K. Hamilton
Salem's Lot,Stephen King
Heat,Mike Lupica
Zodiac,Robert Graysmith
Crush,Richard Siken
The Soldiers of Halla,D.J. MacHale
Tell-All,Chuck Palahniuk
The Enemy,Lee Child
The Crossing,Michael Connelly
The Bear and the Dragon,Tom Clancy
Sleeping Giants,Sylvain Neuvel
Family Matters,Rohinton Mistry
The Samurai's Garden,Gail Tsukiyama
Het diner,"Herman Koch, Sam Garrett"
A Fatal Grace,Louise Penny
Midnight Alley,Rachel Caine
Ross Poldark,Winston Graham
Centennial,James A. Michener
Follow the River,James Alexander Thom
Empire of Storms,Sarah J. Maas
Three Fates,Nora Roberts
The Crystal Shard,R.A. Salvatore
Sister Carrie,Theodore Dreiser
Girl Online,"Zoe Sugg, Siobhan Curham"
Morning Star,Pierce Brown
"River, Cross My Heart",Breena Clarke
How to Love,Katie Cotugno
Idoru,William Gibson
Red Seas Under Red Skies,Scott Lynch
King Leopold's Ghost,Adam Hochschild
Tiger's Curse,Colleen Houck
Any Human Heart,William  Boyd
O Pioneers!,Willa Cather
The Ship of Brides,Jojo Moyes
Joker,"Brian Azzarello, Lee Bermejo"
The Return: Nightfall,L.J. Smith
Origin,Jennifer L. Armentrout
Red Sparrow,Jason  Matthews
Lisey's Story,Stephen King
A Separate Reality,Carlos Castaneda
Knowing God,J.I. Packer
Dust,Patricia Cornwell
Homegoing,Yaa Gyasi
Desires of the Dead,Kimberly Derting
Unhinged,A.G. Howard
Kiss an Angel ,Susan Elizabeth Phillips
Only Time Will Tell,Jeffrey Archer
Water for Elephants,Sara Gruen
Noises Off,Michael Frayn
A Clash of Kings,George R.R. Martin
A Moveable Feast,Ernest Hemingway
The First Commandment,Brad Thor
On Photography,Susan Sontag
Silver Borne,Patricia Briggs
Supernova: Akar,Dee Lestari
What We Keep ,Elizabeth Berg
Twenty Wishes,Debbie Macomber
Ramona the Pest,Beverly Cleary
The Devil's Arithmetic,Jane Yolen
Cross My Heart,James Patterson
Horde,Ann Aguirre
Flowers in the Attic,V.C. Andrews
Dies the Fire ,S.M. Stirling
Forever Amber,Kathleen Winsor
Carrie,Stephen King
Saint Maybe,Anne Tyler
The Villa,Nora Roberts
The Skin I'm In,Sharon G. Flake
Mother of Pearl,Melinda Haynes
The Golem and the Jinni,Helene Wecker
Home ,Harlan Coben
The Best Nest,P.D. Eastman
The Witness,Nora Roberts
Plain Truth,Jodi Picoult
I'm OK-You're OK,Thomas A. Harris
Something Like Normal,Trish Doller
A Great Reckoning,Louise Penny
Sushi for Beginners,Marian Keyes
Tell Me Your Dreams,Sidney Sheldon
Day 21,Kass Morgan
Die Again,Tess Gerritsen
Einstein's Dreams,Alan Lightman
The Affair,Lee Child
Paradise,Judith McNaught
The Kitchen House,Kathleen Grissom
Azincourt ,Bernard Cornwell
Night Prey,John Sandford
Angel Fire,L.A. Weatherly
The Mask,"Owen  West, Dean Koontz"
Benediction,Kent Haruf
The Halfling's Gem,R.A. Salvatore
The Second Ship,Richard   Phillips
Liar & Spy,Rebecca Stead
Make Way for Ducklings,Robert McCloskey
The Son,Philipp Meyer
American Pastoral,Philip Roth
Wall and Piece,Banksy
Sult,"Knut Hamsun, George Egerton"
Arcadia,Tom Stoppard
Wayward,Blake Crouch
The Republic of Thieves,Scott Lynch
Frog and Toad All Year,Arnold Lobel
Mornings on Horseback,David McCullough
Arc de Triomphe,Erich Maria Remarque
Hammered,Kevin Hearne
The Iron Knight,Julie Kagawa
The Gnostic Gospels,Elaine Pagels
Different Seasons,Stephen King
I is for Innocent,Sue Grafton
Half the World,Joe Abercrombie
The Reef,Nora Roberts
The Monsters of Templeton,Lauren Groff
"No, David!",David Shannon
Essays in Love,Alain de Botton
The Blood of Flowers,Anita Amirrezvani
Drachenreiter,Cornelia Funke
The Lucky One,Nicholas Sparks
The Icebound Land,John Flanagan
Queste,"Angie Sage, Mark Zug"
I Do (But I Don't),Cara Lockwood
Cold Mountain,Charles Frazier
The Sleeping Doll,Jeffery Deaver
Welcome to Dead House,R.L. Stine
Memories of Midnight,Sidney Sheldon
Nantucket Nights,Elin Hilderbrand
Crossed,Ally Condie
"Billy Budd, Sailor",Herman Melville
The Rising,Kelley Armstrong
Dragonsong ,Anne McCaffrey
Concealed in Death,J.D. Robb
Harlequin,Bernard Cornwell
Hero,Perry Moore
Halfway to the Grave,Jeaniene Frost
Sixth Grave on the Edge,Darynda Jones
The Lion's Lady,Julie Garwood
Twilight and History,Nancy Reagin
One Tiny Lie,K.A. Tucker
Hide and Seek,James Patterson
Kings Rising,C.S. Pacat
The Burning Wire,Jeffery Deaver
No Place to Run,Maya Banks
Heat Lightning,John Sandford
Bird Box,Josh Malerman
Love and War ,John Jakes
The Arrival,Shaun Tan
Turning Angel,Greg Iles
Redeemed,"P.C. Cast, Kristin Cast"
Sacred,Dennis Lehane
One Silent Night,Sherrilyn Kenyon
Martin the Warrior,Brian Jacques
The Awakening,Kate Chopin
Retribution,Sherrilyn Kenyon
The Burgess Boys,Elizabeth Strout
Fates and Furies,Lauren Groff
Chanakya's Chant,Ashwin Sanghi
A Walk in the Woods,Bill Bryson
Cinder,Marissa Meyer
The Beginner's Goodbye,Anne Tyler
The Burden of Proof,Scott Turow
Burning For Revenge,John Marsden
The Pigeon Finds a Hot Dog!,Mo Willems
Broken for You,Stephanie Kallos
Ruthless,Sara Shepard
Eventide,Kent Haruf
The Gift,Cecelia Ahern
The Sins of the Father,Jeffrey Archer
The Woman Upstairs,Claire Messud
The Sympathizer,Viet Thanh Nguyen
Hellboy: Wake the Devil,Mike Mignola
False Impression,Jeffrey Archer
The Best of Me,Nicholas Sparks
Body Surfing,Anita Shreve
The Surgeon,Tess Gerritsen
Pure,Jennifer L. Armentrout
The Robe,Lloyd C. Douglas
The Naturals,Jennifer Lynn Barnes
River of Blue Fire,Tad Williams
The Left Hand of God ,Paul  Hoffman
Low Country,Anne Rivers Siddons
Winter Solstice,Rosamunde Pilcher
The Wicked Will Rise,Danielle  Paige
Olivia,Ian Falconer
The Golem's Eye,Jonathan Stroud
The Shawshank Redemption,Stephen King
Best Served Cold,Joe Abercrombie
Perfect,Rachel Joyce
A Sand County Almanac,Aldo Leopold
The Heart of a Woman,Maya Angelou
To Have and Have Not ,Ernest Hemingway
"Vampire, Interrupted",Lynsay Sands
In Her Shoes,Jennifer Weiner
Use of Weapons,Iain M. Banks
Insurgent,Veronica Roth
Timbuktu,Paul Auster
Who Do You Love,Jennifer Weiner
Way Station,Clifford D. Simak
The Mauritius Command,Patrick O'Brian
Through Black Spruce,Joseph Boyden
Fame,Karen Kingsbury
Something Rotten,Jasper Fforde
Size 14 Is Not Fat Either,Meg Cabot
Truman,David McCullough
Judas Unchained,Peter F. Hamilton
The Bone Clocks,David Mitchell
Chosen Prey,John Sandford
Invisible,Paul Auster
Olive Kitteridge,Elizabeth Strout
The Painted Girls,Cathy Marie Buchanan
Fantastic Voyage,Isaac Asimov
Big Sur,"Jack Kerouac, Aram Saroyan"
Foundation,Isaac Asimov
"In a Dark, Dark Wood ",Ruth Ware
The Door into Summer,Robert A. Heinlein
The Wednesday Letters,Jason F. Wright
Trading Up,Candace Bushnell
The Hammer of Thor,Rick Riordan
The Wolf Gift,Anne Rice
Lush Life,Richard Price
Vision in Silver ,Anne Bishop
Pygmy,Chuck Palahniuk
Vanishing Girls,Lauren Oliver
Specials,Scott Westerfeld
Pure,Julianna Baggott
The Four Loves,C.S. Lewis
Vagabond,Bernard Cornwell
Clouds of Witness,Dorothy L. Sayers
"I, Alex Cross",James Patterson
You Against Me,Jenny Downham
Bones of the Hills,Conn Iggulden
The Fever,Megan Abbott
Fifth Business,Robertson Davies
A Theory of Justice,John Rawls
Beaches,Iris Rainer Dart
World Without End,Ken Follett
Creation in Death ,J.D. Robb
Void Moon,Michael Connelly
Tripwire,Lee Child
Found,Margaret Peterson Haddix
Fairest,Gail Carson Levine
Angelfire,Courtney Allison Moulton
Syren,Angie Sage
The Covenant,James A. Michener
Blowback,Brad Thor
The Key to Rebecca,Ken Follett
The Children's Book,A.S. Byatt
Hunted,Kevin Hearne
The High Window,Raymond Chandler
Never Go Back ,Lee Child
A Lesson Before Dying,Ernest J. Gaines
Everlost,Neal Shusterman
Death of Kings,Bernard Cornwell
Winter in Madrid,C.J. Sansom
The Ruins of Gorlan,John Flanagan
The Luminaries,Eleanor Catton
The Amber Room,Steve Berry
Marked,"P.C. Cast, Kristin Cast"
Picture Perfect,Jodi Picoult
The Vision,Dean Koontz
Novecento,Alessandro Baricco
Lost in Shangri-la,Mitchell Zuckoff
Tarzan of the Apes,Edgar Rice Burroughs
Babbitt,Sinclair Lewis
Milkweed,Jerry Spinelli
Clapton: The Autobiography,Eric Clapton
Crow Lake,Mary Lawson
The High Lord,Trudi Canavan
Middlesex,Jeffrey Eugenides
Ghostgirl,Tonya Hurley
An Ideal Husband,Oscar Wilde
The Last Unicorn,Peter S. Beagle
Juliet,Anne Fortier
Virgin River,Robyn Carr
Of Poseidon,Anna Banks
The Good Earth,Pearl S. Buck
Destined,Aprilynne Pike
Secondhand Souls,Christopher Moore
G is for Gumshoe,Sue Grafton
When Crickets Cry,Charles Martin
The Ghost Bride,Yangsze Choo
Shadows in Flight,Orson Scott Card
How to Eat Fried Worms,Thomas Rockwell
Excavation,James Rollins
The Painted Man,Peter V. Brett
When We Were Orphans,Kazuo Ishiguro
Scars,Cheryl Rainfield
Moloka'i,Alan Brennert
The Men Who Stare at Goats,Jon Ronson
Final Jeopardy,Linda Fairstein
Wake,Lisa McMann
Swapping Lives,Jane Green
Hard Choices,Hillary Rodham Clinton
Simple Genius,David Baldacci
Dog Days,Jeff Kinney
"Farewell, My Lovely",Raymond Chandler
Crash,J.G. Ballard
The Camel Club,David Baldacci
Our Man in Havana,Graham Greene
The Very Busy Spider ,Eric Carle
The Casual Vacancy,J.K. Rowling
Everneath,Brodi Ashton
Strega Nona,Tomie dePaola
"Night Mare (Xanth, #6)",Piers Anthony
Jaws,Peter Benchley
"Don't Die, My Love",Lurlene McDaniel
The Talismans of Shannara,Terry Brooks
Stones from the River,Ursula Hegi
Ball Four,Jim Bouton
The Dead of the Night,John Marsden
Infamous,Sherrilyn Kenyon
The Exorcist,William Peter Blatty
Afterwards,Rosamund Lupton
Dom Casmurro,Machado de Assis
The Center Cannot Hold,Elyn R. Saks
The Life of Elizabeth I,Alison Weir
Wicked,Sara Shepard
Whitethorn Woods,Maeve Binchy
Vernon God Little,D.B.C. Pierre
Shopaholic and Baby,Sophie Kinsella
Black Sun Rising,C.S. Friedman
Secret Prey,John Sandford
Vittorio the Vampire,Anne Rice
Leaving,Karen Kingsbury
China Dolls,Lisa See
Starter for Ten,David Nicholls
Imajica,Clive Barker
Emily Climbs,L.M. Montgomery
